Day		Infected_total		Infected_p		Infected_s
1		57			36			21
2		879			588			291
3		1006			651			357
4		727			520			207
5		935			732			206
6		858			674			185
7		838			685			155
8		1006			853			155
9		931			805			127
10		1027			920			108
11		1189			1085			105
12		1238			1155			83
13		1253			1182			73
14		1364			1280			84
15		1450			1408			43
16		1553			1500			55
17		1714			1667			47
18		1806			1760			49
19		1992			1942			52
20		2093			2052			42
