Generation   Generation_size_p   Avg_R_p   Generation_size_s   Avg_R_s
	1			0			0.000000			0			0.000000 
	2			8			2.250000			8			1.375000 
	3			34			1.235294			15			0.733333 
	4			69			1.130435			16			1.125000 
	5			96			1.343750			23			0.826087 
	6			148			1.182432			20			0.650000 
	7			217			1.115207			13			0.923077 
	8			272			0.632353			12			0.250000 
	9			183			0.218579			3			0.000000 
	10			46			0.239130			0			0.000000 
	11			11			0.000000			0			0.000000 
	12			0			0.000000			0			0.000000 
	13			0			0.000000			0			0.000000 
	14			0			0.000000			0			0.000000 
	15			0			0.000000			0			0.000000 
	16			0			0.000000			0			0.000000 
	17			0			0.000000			0			0.000000 
	18			0			0.000000			0			0.000000 
	19			0			0.000000			0			0.000000 
	20			0			0.000000			0			0.000000 
